,tweet_id,timestamp,source,text,rating_numerator,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count,dog_stage
10,890006608113172480,2017-07-26 00:31:25+00:00,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,1,Samoyed,0.957979,1,Pomeranian,0.0138835,1,chow,0.00816748,1,6658,28694,
11,889880896479866881,2017-07-25 16:11:53+00:00,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,1,French_bulldog,0.377417,1,Labrador_retriever,0.151317,1,muzzle,0.0829811,0,4538,26095,
12,889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,1,Pembroke,0.966327,1,Cardigan,0.0273557,1,basenji,0.00463323,1,9099,44934,puppo
13,889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,1,French_bulldog,0.99165,1,boxer,0.00212864,1,Staffordshire_bullterrier,0.00149818,1,4077,25289,
14,889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,1,golden_retriever,0.953442,1,Labrador_retriever,0.0138341,1,redbone,0.00795775,1,2053,14170,puppo
15,889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,1,whippet,0.626152,1,borzoi,0.194742,1,Saluki,0.0273507,1,4850,23575,
16,888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,1,golden_retriever,0.714719,1,Tibetan_mastiff,0.120184,1,Labrador_retriever,0.105506,1,4090,27207,
17,888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,1,golden_retriever,0.46976,1,Labrador_retriever,0.184172,1,English_setter,0.0734817,1,3858,23919,
18,888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,3,Siberian_husky,0.700377,1,Eskimo_dog,0.166511,1,malamute,0.111411,1,3168,18463,
19,888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,1,French_bulldog,0.995026,1,pug,0.000931908,1,bull_mastiff,0.000903211,1,3155,20378,
20,887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,1,basset,0.821664,1,redbone,0.0875815,1,Weimaraner,0.026236400000000003,1,4901,28290,
21,887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,1,limousine,0.130432,0,tow_truck,0.0291754,0,shopping_cart,0.0263208,0,10714,43382,
22,887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,2,Pembroke,0.809197,1,Rhodesian_ridgeback,0.05495,1,beagle,0.0389148,1,16359,64294,
23,887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,1,Mexican_hairless,0.330741,1,sea_lion,0.275645,0,Weimaraner,0.134203,1,9527,31483,
24,887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,1,Samoyed,0.733942,1,Eskimo_dog,0.0350295,1,Staffordshire_bullterrier,0.029704700000000007,1,5427,28634,
25,886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,2,Chihuahua,0.793469,1,toy_terrier,0.143528,1,can_opener,0.0322529,0,6976,32655,
26,886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,1,kuvasz,0.309706,1,Great_Pyrenees,0.186136,1,Dandie_Dinmont,0.08634630000000001,1,2928,11213,
27,886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,1,convertible,0.738995,0,sports_car,0.139952,0,car_wheel,0.0441727,0,4073,21022,
28,886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,1,French_bulldog,0.999201,1,Chihuahua,0.000361178,1,Boston_bull,7.55616e-05,1,2883,19760,pupper
29,886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,1,pug,0.943575,1,shower_cap,0.0252856,0,Siamese_cat,0.00284892,0,5749,26177,
30,885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,1,Blenheim_spaniel,0.972494,1,Shih-Tzu,0.00663012,1,Bernese_mountain_dog,0.00623915,1,6114,30481,
31,885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,1,pug,0.369275,1,Labrador_retriever,0.265835,1,kuvasz,0.134697,1,5817,33624,
33,885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,4,malamute,0.8124819999999999,1,Siberian_husky,0.0717125,1,Eskimo_dog,0.0557697,1,3978,20479,
34,884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,1,Italian_greyhound,0.259916,1,American_Staffordshire_terrier,0.198451,1,Staffordshire_bullterrier,0.127725,1,16455,72093,
35,884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,1,chow,0.822103,1,Norwich_terrier,0.106075,1,Norfolk_terrier,0.0373485,1,5079,26032,
36,884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,1,pug,0.5464060000000001,1,French_bulldog,0.404291,1,Brabancon_griffon,0.0440019,1,4280,22726,
37,884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,1,Pembroke,0.993225,1,Cardigan,0.00321648,1,Chihuahua,0.00208089,1,5186,25344,
38,884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,1,German_shepherd,0.707046,1,malinois,0.199396,1,Norwegian_elkhound,0.0491476,1,2726,19087,doggo
39,883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,1,Doberman,0.610946,1,miniature_pinscher,0.299603,1,kelpie,0.0630203,1,3129,20450,
40,883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,1,golden_retriever,0.943082,1,Labrador_retriever,0.032409,1,kuvasz,0.00550072,1,8992,42857,
41,883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,1,chow,0.987997,1,Tibetan_mastiff,0.00709872,1,Newfoundland,0.00214033,1,3368,21208,floof
42,883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,2,golden_retriever,0.949562,1,Labrador_retriever,0.045947900000000014,1,kuvasz,0.00247094,1,6048,34708,
43,882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,1,Eskimo_dog,0.466778,1,Siberian_husky,0.406044,1,dingo,0.07341439999999999,0,3545,22339,
44,882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,1,Labrador_retriever,0.85005,1,Chesapeake_Bay_retriever,0.074257,1,flat-coated_retriever,0.015579399999999997,1,4449,26437,pupper
45,882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,1,Pembroke,0.542982,1,Chihuahua,0.251988,1,Cardigan,0.107699,1,5529,26182,
46,882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,1,golden_retriever,0.762211,1,Labrador_retriever,0.0989849,1,cocker_spaniel,0.0171995,1,10545,41919,
47,882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,1,web_site,0.949591,0,dhole,0.0173258,0,golden_retriever,0.00694063,1,4453,27415,
48,881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,1,Weimaraner,0.291539,1,Chesapeake_Bay_retriever,0.278966,1,koala,0.12701700000000002,0,3096,22771,
49,881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,1,Saluki,0.529012,1,Afghan_hound,0.25000300000000003,1,golden_retriever,0.16073900000000002,1,9723,47372,
50,881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,1,Samoyed,0.281463,1,Angora,0.272066,0,Persian_cat,0.114854,0,14539,46250,pupper
51,881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,1,tusker,0.473303,0,Indian_elephant,0.245646,0,ibex,0.0556607,0,4803,21737,
52,880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,1,street_sign,0.251801,0,umbrella,0.115123,0,traffic_light,0.0695338,0,2541,15997,
53,880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,1,Pembroke,0.791416,1,Norwich_terrier,0.0613929,1,Chihuahua,0.0337257,1,3489,19917,
54,880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,1,golden_retriever,0.913255,1,Labrador_retriever,0.0263286,1,cocker_spaniel,0.00937082,1,5664,26651,
55,880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,1,Chihuahua,0.238525,1,meerkat,0.104256,0,clumber,0.0525803,1,3800,25228,
56,880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,1,miniature_pinscher,0.120298,1,Rhodesian_ridgeback,0.106395,1,beagle,0.106073,1,3954,25832,
57,879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,3,basset,0.813507,1,beagle,0.146654,1,cocker_spaniel,0.00948502,1,3187,20944,
58,879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,1,German_short-haired_pointer,0.479896,1,vizsla,0.124353,1,bath_towel,0.0733202,0,2907,21985,
59,879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,1,English_springer,0.383404,1,Boston_bull,0.134967,1,Cardigan,0.110481,1,40516,98986,
60,879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,1,tricycle,0.663601,0,Labrador_retriever,0.0334961,1,Pembroke,0.0188266,1,2854,15732,
61,879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,1,tabby,0.311861,0,window_screen,0.169123,0,Egyptian_cat,0.132932,0,4283,21087,
62,879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,1,vizsla,0.960513,1,miniature_pinscher,0.00943065,1,American_Staffordshire_terrier,0.0087113,1,2442,17805,
63,878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,2,Italian_greyhound,0.734684,1,whippet,0.15048699999999998,1,Ibizan_hound,0.0397246,1,3729,18140,puppo
64,878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,1,basset,0.32042,1,collie,0.215975,1,Appenzeller,0.12850699999999998,1,1179,7244,
65,878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,1,French_bulldog,0.839097,1,Boston_bull,0.07879939999999999,1,toy_terrier,0.0152434,1,6196,39426,
66,877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,2,Chesapeake_Bay_retriever,0.8379559999999999,1,Labrador_retriever,0.0620342,1,Weimaraner,0.0405991,1,17296,74304,
68,877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,1,basset,0.995368,1,Welsh_springer_spaniel,0.00193621,1,bathtub,0.000467919,0,3477,21259,
69,877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,1,Saluki,0.5099670000000001,1,Italian_greyhound,0.0904973,1,golden_retriever,0.0794058,1,4757,25678,
70,877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,1,Pembroke,0.93112,1,Cardigan,0.0686982,1,basenji,8.17379e-05,1,5097,25400,
71,876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,1,bloodhound,0.575751,1,redbone,0.24097,1,Tibetan_mastiff,0.08893480000000001,1,3042,19403,pupper
72,876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,1,golden_retriever,0.874566,1,Irish_terrier,0.0373542,1,chow,0.016723599999999998,1,2164,17599,
73,876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,1,Bernese_mountain_dog,0.534327,1,Saint_Bernard,0.346312,1,Greater_Swiss_Mountain_dog,0.0949327,1,4269,26235,
74,875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,1,Labrador_retriever,0.799551,1,Chesapeake_Bay_retriever,0.179975,1,vizsla,0.0046176,1,3908,23608,
75,875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,1,Siberian_husky,0.245048,1,Pembroke,0.223716,1,dingo,0.160753,0,4491,20559,
76,875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,2,West_Highland_white_terrier,0.7143189999999999,1,Siberian_husky,0.0919133,1,Great_Pyrenees,0.0460382,1,4326,23939,
77,874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,1,Labrador_retriever,0.836052,1,Staffordshire_bullterrier,0.0470691,1,beagle,0.0360071,1,4238,26107,
78,874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,1,cocker_spaniel,0.437216,1,miniature_poodle,0.277191,1,toy_poodle,0.157402,1,3765,24445,pupper
79,874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,1,flat-coated_retriever,0.8321770000000001,1,black-and-tan_coonhound,0.040436900000000005,1,Newfoundland,0.0282283,1,3649,21337,
80,874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,2,Cardigan,0.806674,1,Pembroke,0.116622,1,kelpie,0.0491819,1,9391,32206,puppo
81,873580283840344065,2017-06-10 16:39:04+00:00,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,1,Newfoundland,0.678537,1,Tibetan_mastiff,0.244022,1,chow,0.0485295,1,3610,22766,
82,873213775632977920,2017-06-09 16:22:42+00:00,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,1,vizsla,0.6197819999999999,1,bloodhound,0.338069,1,Chesapeake_Bay_retriever,0.0126763,1,1462,6729,pupper
83,872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,2,Labrador_retriever,0.476913,1,Chesapeake_Bay_retriever,0.174145,1,German_short-haired_pointer,0.0928614,1,4983,25634,doggo
84,872820683541237760,2017-06-08 14:20:41+00:00,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,3,pug,0.99912,1,French_bulldog,0.00055192,1,bull_mastiff,7.28904e-05,1,3419,13872,
85,872620804844003328,2017-06-08 01:06:27+00:00,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,1,cocker_spaniel,0.513191,1,Sussex_spaniel,0.159088,1,standard_poodle,0.149509,1,3353,19504,
86,872486979161796608,2017-06-07 16:14:40+00:00,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,1,Pembroke,0.931861,1,Cardigan,0.0377212,1,Chihuahua,0.0119667,1,8313,38375,
87,872122724285648897,2017-06-06 16:07:15+00:00,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12,1,basketball,0.808396,0,pug,0.06673630000000001,1,dalmatian,0.0545698,1,7451,32299,
88,871879754684805121,2017-06-06 00:01:46+00:00,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,1,Shetland_sheepdog,0.969171,1,collie,0.0182607,1,Pomeranian,0.00851534,1,10115,35436,
89,871762521631449091,2017-06-05 16:15:56+00:00,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,2,Labrador_retriever,0.921393,1,golden_retriever,0.064608,1,bloodhound,0.00338337,1,3221,19048,pupper
